Record_ID,Date,Region,Category,Active_Users,Transactions,Revenue,Churned_Users,Avg_Ticket_Size,Churn_%
351,2025-12-21,South,Beauty,270,125,7365.35,24,57.64,8.88888888888889
352,2025-12-22,West,Home & Kitchen,228,108,14128.46,13,113.6,5.701754385964912
353,2025-12-23,East,Home & Kitchen,252,169,21435.43,15,135.19,5.952380952380952
354,2025-12-24,North,Clothing,320,181,19614.75,35,111.82,10.9375
355,2025-12-25,North,Clothing,261,124,9724.24,13,81.29,4.980842911877394
356,2025-12-26,East,Sports,253,150,15841.33,31,106.1,12.25296442687747
357,2025-12-27,North,Beauty,175,111,9345.52,10,77.56,5.714285714285714
358,2025-12-28,East,Sports,291,134,12913.88,28,98.28,9.621993127147768
359,2025-12-29,West,Electronics,286,147,32223.58,21,188.67,7.3426573426573425
360,2025-12-31,East,Beauty,369,147,10407.95,35,75.87,9.48509485094851
